State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
A & N Islands,2001,129.0,79.0,50.0,0,,0,0,39,1,0,0,0,4,0,18,0,0,0,14,4,,0,17,32,0,0,0,0,0,0,0,0,1,2,16,72,11,0,27,0,16,3,0,5,105,0,0,0,0,,0,0,0,0,0,0,3,38,16,0,4,2,0,20,32,14,0,0,93,36,0,0,129.0,129.0,129.0,129.0,129.0
A & N Islands,2002,144.0,91.0,53.0,,0,0,0,35,2,0,0,0,3,0,25,0,0,0,20,8,0,,21,29,0,0,0,0,0,0,1,0,2,4,22,100,0,1,15,0,21,2,0,9,112,0,0,0,0,0,,0,0,0,0,0,7,44,1,0,0,3,1,19,56,13,0,0,90,54,0,0,144.0,144.0,144.0,144.0,144.0
A & N Islands,2003,113.0,70.0,43.0,0,,2,0,20,1,0,0,0,1,4,22,0,0,0,9,8,,1,18,23,0,0,3,0,0,1,0,0,4,5,36,59,3,0,6,10,0,1,0,0,97,0,0,0,0,,5,0,0,0,0,0,1,28,0,0,3,2,0,15,42,10,12,0,79,34,0,0,113.0,113.0,113.0,113.0,113.0
A & N Islands,2004,122.0,81.0,41.0,1,,0,2,17,2,1,0,0,5,0,15,0,0,0,18,6,,0,8,27,1,0,4,7,1,1,6,0,1,14,29,48,6,0,24,0,11,1,0,3,105,0,0,0,0,,0,0,0,0,0,2,3,25,12,2,0,2,4,20,37,16,1,1,83,38,0,0,122.0,122.0,122.0,122.0,122.0
A & N Islands,2005,139.0,86.0,53.0,0,,0,0,26,1,0,0,0,3,0,3,0,0,0,16,3,,0,46,37,0,0,3,0,1,0,0,0,2,5,26,51,19,0,36,19,0,1,0,5,114,0,0,0,0,,0,0,0,0,0,0,8,32,6,0,0,0,5,13,51,12,12,0,95,43,0,1,139.0,139.0,139.0,139.0,139.0
A & N Islands,2006,133.0,96.0,37.0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,22,4,,0,64,40,0,0,0,0,0,0,2,0,0,2,12,57,10,0,52,0,16,4,0,6,107,0,0,0,0,,0,0,0,0,0,0,6,33,10,0,0,0,4,11,63,4,2,0,76,57,0,0,133.0,133.0,133.0,133.0,133.0
A & N Islands,2007,156.0,100.0,56.0,0,,2,0,4,1,0,0,0,9,2,4,0,0,0,26,9,,0,70,23,0,0,2,0,1,0,3,0,2,13,60,40,27,0,14,0,19,5,0,3,129,0,0,0,0,,0,0,0,0,0,0,16,30,23,0,0,3,0,10,40,17,12,0,88,68,0,0,156.0,156.0,156.0,151.0,156.0
A & N Islands,2008,143.0,98.0,45.0,2,,2,0,26,0,0,0,0,1,0,0,0,0,0,21,9,,0,40,35,0,0,2,0,1,4,0,0,0,26,49,40,15,1,12,0,19,0,0,4,120,0,0,0,0,,0,0,0,0,0,0,23,32,15,0,0,4,1,7,44,11,5,0,104,39,0,0,143.0,143.0,143.0,142.0,143.0
A & N Islands,2009,131.0,86.0,45.0,0,,0,0,31,0,0,0,0,1,0,1,0,0,0,20,4,,0,49,25,0,0,0,0,0,0,0,0,1,6,42,70,3,0,9,2,15,2,0,6,106,0,0,0,0,,0,0,0,0,0,0,19,29,9,0,0,1,2,14,44,13,0,0,94,37,0,0,131.0,131.0,131.0,131.0,131.0
A & N Islands,2010,156.0,112.0,44.0,0,,0,0,21,0,0,0,0,0,0,6,0,0,0,27,5,,2,62,24,1,0,2,0,2,0,4,0,0,21,47,37,23,0,28,21,2,2,0,5,126,0,0,0,0,,0,0,0,0,0,0,8,31,3,0,0,8,6,19,50,14,17,1,95,53,2,5,156.0,156.0,156.0,156.0,156.0
A & N Islands,2011,136.0,94.0,42.0,0,,1,0,39,0,0,0,0,3,0,5,0,0,0,21,10,,0,31,23,0,0,0,0,0,0,3,3,1,25,31,34,4,1,37,8,6,1,1,5,107,0,0,0,0,,8,0,0,0,0,0,0,10,12,0,0,6,9,22,43,23,11,1,99,35,1,0,136.0,136.0,136.0,136.0,136.0
A & N Islands,2012,121.0,80.0,41.0,0,,0,3,21,1,0,0,0,0,0,0,0,0,0,24,5,,0,39,23,0,0,0,0,0,0,5,0,0,3,34,64,0,0,20,3,5,2,0,6,104,0,0,0,0,,0,0,1,0,0,0,0,28,7,0,0,1,0,21,50,9,5,0,82,39,0,0,121.0,121.0,121.0,121.0,121.0
Andhra Pradesh,2001,10522.0,6379.0,4143.0,163,,74,62,1018,81,15,202,25,147,109,2317,12,18,213,641,175,,58,1460,2828,79,56,446,65,95,68,95,98,146,595,1267,2003,3774,27,2612,3571,1527,783,44,1106,2009,8,19,68,4,,614,70,27,102,532,38,1509,2444,3357,431,120,26,568,196,780,470,621,90,8270,1410,333,419,10522.0,10522.0,10522.0,10522.0,10522.0
Andhra Pradesh,2002,11693.0,7571.0,4122.0,,140,54,85,907,31,14,262,19,262,42,2294,3,13,345,692,256,27,,2034,3185,43,30,630,8,173,54,90,47,125,666,1408,2563,4205,27,2652,3842,1950,832,62,1167,2272,66,13,97,2,559,,125,50,21,601,34,1896,2192,3994,426,161,36,797,121,716,511,843,149,7938,1597,458,1551,11693.0,11693.0,11693.0,11693.0,11693.0
Andhra Pradesh,2003,11409.0,7513.0,3896.0,233,,50,135,814,48,20,333,31,238,98,2404,88,23,406,834,256,,32,1691,2460,15,50,695,43,184,116,112,73,154,603,1162,2366,4243,33,2775,4254,1363,678,23,1055,2371,32,62,54,6,,657,74,85,23,597,75,1800,1929,4201,417,176,129,704,286,472,569,726,146,8306,1979,380,598,11409.0,11409.0,11409.0,11409.0,11409.0
Andhra Pradesh,2004,13526.0,9082.0,4444.0,751,,42,140,976,77,21,293,52,189,54,2577,7,13,384,660,297,,53,2228,2621,76,23,1342,116,250,125,159,83,175,733,1574,3109,4780,20,3052,5010,2089,578,12,826,2960,14,14,111,4,,979,57,174,9,613,76,2666,2315,4837,410,86,85,980,314,699,492,642,207,9731,2139,896,553,13526.0,13526.0,13526.0,13526.0,13526.0
Andhra Pradesh,2005,13442.0,8865.0,4577.0,899,,45,151,831,89,12,233,19,236,41,2612,9,11,716,822,254,,42,2400,2361,198,5,1119,4,147,72,114,52,145,855,1234,3273,4446,23,3414,5425,1216,819,54,1110,2723,35,14,312,1,,895,121,52,10,584,71,2490,2179,5239,220,277,60,997,140,830,500,510,129,9458,2081,828,946,13442.0,13442.0,13442.0,13442.0,13442.0
Andhra Pradesh,2006,13276.0,8863.0,4413.0,944,,69,97,913,46,17,178,42,213,49,2600,7,5,444,775,279,,45,2173,2787,107,9,1020,88,170,72,127,98,156,795,1551,3129,4701,25,2821,5347,1415,797,19,1016,2759,32,152,79,2,,685,152,67,13,667,74,2607,2156,4965,574,204,57,894,231,647,512,429,129,9972,2233,434,508,13276.0,13276.0,13276.0,13276.0,13276.0
Andhra Pradesh,2007,14882.0,9949.0,4933.0,842,,57,180,1249,40,6,203,45,230,39,2660,7,1,449,1082,316,,52,2607,2784,134,13,1205,155,155,85,286,95,157,898,1661,3463,5105,52,3451,5301,2074,923,26,1410,2875,48,83,54,1,,929,140,46,23,891,58,1797,2480,6079,479,239,78,980,275,1373,699,403,138,11410,1807,928,599,14882.0,14882.0,14882.0,14882.0,14882.0
Andhra Pradesh,2008,14354.0,9721.0,4633.0,661,,62,55,768,26,29,153,50,223,58,2622,8,7,352,997,263,,58,2962,2868,131,1,1505,205,117,82,91,112,297,1241,1992,2744,4686,84,3198,4929,2173,731,27,1288,2952,38,27,31,7,,1241,226,43,20,554,67,2105,2516,5013,492,641,67,965,305,1157,481,571,303,10569,2367,311,804,14354.0,14354.0,14354.0,14313.0,14354.0
Andhra Pradesh,2009,14500.0,9887.0,4613.0,888,,50,62,990,91,25,176,77,213,130,2509,94,4,154,821,236,,54,2712,2994,138,4,1514,121,123,62,258,159,341,1032,2322,2819,4503,123,3201,4507,2425,664,12,1552,2984,105,31,14,13,,1175,275,50,36,564,93,2414,2391,4340,489,665,98,1351,234,1207,597,714,247,10779,2319,543,612,14500.0,14500.0,14500.0,14500.0,14500.0
Andhra Pradesh,2010,15901.0,10947.0,4954.0,711,,92,150,1762,99,31,111,104,249,222,2671,40,12,208,972,352,,43,2436,3419,96,2,1533,117,154,128,187,144,500,1184,2373,2981,4815,166,3738,4864,1949,1027,143,1607,2893,122,91,30,11,,1535,274,192,123,891,149,2525,2601,6342,228,532,84,995,259,1043,656,636,226,12365,2175,530,605,15901.0,15901.0,15901.0,15901.0,15901.0
Andhra Pradesh,2011,15077.0,10120.0,4957.0,1114,,133,53,1519,45,61,430,126,181,42,2779,4,16,69,1063,336,,84,2230,2900,69,4,1252,88,185,132,162,166,323,1323,2126,3355,4739,59,2986,3967,3106,972,24,1597,3170,59,36,2,3,,995,133,145,40,809,19,2206,2288,5745,392,367,41,1094,109,1630,563,642,192,12020,1599,660,606,15077.0,15077.0,15077.0,15077.0,15077.0
Andhra Pradesh,2012,14238.0,9527.0,4711.0,906,,86,134,1216,104,30,195,164,168,98,2651,35,9,145,1162,305,,93,2107,2629,162,36,1096,86,273,136,212,138,528,874,1932,2739,4941,57,3029,3538,2544,877,15,1336,3106,84,34,6,3,,1118,188,149,90,1101,49,2572,2143,5076,365,331,84,751,137,1453,559,767,192,11443,1821,311,471,14238.0,14238.0,14238.0,14238.0,14238.0
Arunachal Pradesh,2001,111.0,76.0,35.0,4,,1,0,91,0,0,0,0,0,0,5,0,0,0,0,3,,0,0,3,0,0,4,0,0,0,0,0,1,1,23,30,24,1,31,1,9,3,1,4,92,0,0,0,0,,0,0,0,0,0,1,17,15,0,0,0,1,12,14,41,8,3,0,86,22,1,2,111.0,111.0,111.0,111.0,111.0
Arunachal Pradesh,2002,114.0,71.0,43.0,,0,0,0,90,1,0,0,0,2,0,9,0,0,0,2,3,0,,0,2,1,0,3,0,0,1,0,0,0,0,15,29,36,0,34,4,9,9,1,4,87,0,0,0,0,0,,0,0,0,0,0,27,27,0,1,0,1,15,15,13,9,6,0,81,32,0,1,114.0,114.0,114.0,114.0,114.0
Arunachal Pradesh,2003,81.0,54.0,27.0,0,,0,0,69,0,0,0,1,0,0,4,0,0,0,3,2,,0,0,2,0,0,0,0,0,0,0,1,1,1,22,20,24,0,12,1,7,1,1,2,69,0,0,0,0,,0,0,0,0,0,0,11,18,0,0,1,0,26,14,3,5,3,0,61,18,1,1,81.0,81.0,81.0,81.0,81.0
Arunachal Pradesh,2004,79.0,49.0,30.0,0,,0,0,73,0,0,0,1,0,0,2,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,2,0,0,0,8,21,27,0,23,1,8,3,3,3,61,0,0,0,0,,0,0,0,0,0,0,20,17,0,0,0,0,14,11,2,10,5,0,58,21,0,0,79.0,79.0,79.0,79.0,79.0
Arunachal Pradesh,2005,70.0,49.0,21.0,0,,1,0,59,0,0,0,0,0,1,6,0,0,0,0,1,,0,0,2,0,0,0,0,0,0,0,0,1,2,10,14,20,0,23,4,2,3,0,1,59,0,1,0,0,,0,0,0,0,0,0,25,9,0,1,0,0,19,4,5,2,5,0,45,25,0,0,70.0,70.0,70.0,70.0,70.0
Arunachal Pradesh,2006,129.0,96.0,33.0,0,,0,0,65,0,0,0,0,1,0,18,0,0,0,1,3,,0,40,1,0,0,0,0,0,0,0,0,0,9,44,32,30,1,13,0,0,5,3,1,109,0,0,0,0,,11,0,0,0,0,0,4,21,33,0,0,0,5,19,28,10,9,0,102,27,0,0,129.0,129.0,129.0,129.0,129.0
Arunachal Pradesh,2007,129.0,98.0,31.0,1,,0,0,29,0,0,0,0,0,0,5,0,0,0,5,2,,0,69,1,0,0,0,0,0,0,17,0,2,19,9,35,37,0,27,0,7,5,14,0,84,0,1,0,0,,17,1,0,0,0,0,15,10,30,1,0,2,4,9,19,11,27,0,82,47,0,0,129.0,129.0,129.0,128.0,129.0
Arunachal Pradesh,2008,110.0,77.0,33.0,0,,0,0,69,0,0,0,0,1,0,6,0,0,0,1,3,,0,27,3,0,0,0,0,0,0,0,0,0,1,14,34,22,0,39,0,3,1,2,0,103,1,0,0,0,,0,0,0,0,0,0,12,14,32,0,0,0,0,26,8,5,12,1,85,21,0,3,110.0,110.0,110.0,109.0,110.0
Arunachal Pradesh,2009,110.0,77.0,33.0,0,,0,0,69,0,0,0,0,1,0,6,0,0,0,1,3,,0,27,3,0,0,0,0,0,0,0,0,0,1,14,34,22,0,39,0,3,1,2,0,103,1,0,0,0,,0,0,0,0,0,0,12,14,32,0,0,0,0,26,8,5,12,1,82,24,0,3,110.0,110.0,110.0,109.0,110.0
Arunachal Pradesh,2010,131.0,91.0,40.0,0,,0,0,52,0,0,0,0,0,0,13,0,0,0,2,2,,0,57,1,0,0,2,0,1,1,0,1,1,18,37,19,22,0,33,0,4,10,1,0,73,3,1,0,0,,13,0,0,0,26,0,18,17,48,0,0,0,4,11,10,16,7,0,95,36,0,0,131.0,131.0,131.0,131.0,131.0
Arunachal Pradesh,2011,134.0,99.0,35.0,0,,0,0,76,1,0,0,1,0,0,14,0,0,0,2,2,,0,31,5,0,0,0,1,0,0,1,0,1,5,24,36,33,0,35,0,5,10,2,2,96,1,4,0,0,,5,3,0,1,0,5,13,21,25,0,9,1,9,16,15,15,10,0,84,50,0,0,134.0,134.0,134.0,134.0,134.0
Arunachal Pradesh,2012,130.0,100.0,30.0,3,,2,0,71,0,0,0,0,0,0,8,0,0,0,2,3,,0,34,5,0,0,0,2,0,0,0,0,2,4,26,27,30,6,35,7,1,14,1,1,81,0,0,0,0,,19,6,0,0,0,0,11,19,26,0,2,0,0,9,30,13,16,1,93,34,0,2,130.0,130.0,130.0,126.0,130.0
Assam,2001,2647.0,1836.0,811.0,0,,9,10,698,10,7,13,8,76,32,278,0,16,0,53,402,,1,230,90,7,6,176,3,184,2,336,3,27,156,377,741,532,0,811,40,524,263,2,6,1279,2,1,103,1,,307,41,1,3,6,68,167,394,967,68,86,6,223,47,159,191,334,33,1507,897,147,63,2647.0,2647.0,2647.0,2642.0,2647.0
Assam,2002,2510.0,1702.0,808.0,,5,9,7,586,16,25,15,29,48,46,297,0,25,24,53,312,0,,216,167,8,4,168,3,159,9,279,4,12,85,362,817,594,8,628,58,560,249,2,70,1215,0,8,25,0,226,,3,0,4,58,32,271,485,887,42,72,6,259,18,91,117,262,69,1393,758,193,97,2510.0,2510.0,2510.0,2510.0,2510.0
Assam,2003,2596.0,1676.0,920.0,2,,25,16,798,10,29,29,6,84,38,267,0,19,16,64,370,,2,329,60,3,0,88,0,81,15,245,20,37,260,387,665,429,29,769,46,364,380,13,85,1108,21,21,14,6,,391,29,0,0,88,30,187,381,1071,34,95,1,207,15,96,220,272,56,1204,739,294,303,2596.0,2596.0,2596.0,2579.0,2596.0
Assam,2004,2839.0,1945.0,894.0,4,,15,32,765,13,16,25,0,106,10,290,0,12,23,30,444,,3,241,104,3,1,229,2,209,11,251,14,29,274,621,790,490,28,593,21,474,404,9,64,1399,8,54,21,15,,222,6,2,13,86,41,331,446,948,124,65,4,334,12,84,175,299,34,1575,823,324,83,2839.0,2839.0,2839.0,2822.0,2839.0
Assam,2005,2846.0,1951.0,895.0,23,,97,50,790,15,27,1,9,98,43,276,7,10,33,29,411,,4,231,168,7,13,194,1,208,22,79,47,23,171,495,847,597,2,664,4,462,344,1,21,1426,6,15,37,4,,333,11,0,35,89,58,299,566,1124,69,60,11,379,14,53,154,96,38,1640,837,206,125,2846.0,2846.0,2846.0,2825.0,2846.0
Assam,2006,3031.0,2116.0,915.0,19,,21,40,915,15,11,0,0,130,3,491,0,17,35,34,454,,1,185,154,11,2,211,1,214,30,37,12,14,104,479,1206,602,0,614,20,630,325,8,100,1411,10,13,60,6,,324,20,8,0,54,42,322,579,1102,138,53,10,513,17,46,210,41,34,1807,935,149,106,3031.0,3031.0,3031.0,3031.0,3031.0
Assam,2007,3062.0,2116.0,946.0,0,,22,25,1048,12,14,7,1,99,20,356,0,10,1,42,429,,9,248,240,0,43,118,73,199,18,28,22,30,185,515,1227,504,5,574,60,583,329,3,71,1411,3,8,30,0,,483,3,0,2,44,32,278,516,1277,150,93,7,428,17,42,209,36,52,1763,950,168,129,3062.0,3062.0,3062.0,3053.0,3062.0
Assam,2008,2989.0,1970.0,1019.0,0,,12,32,888,64,0,8,17,119,16,417,2,24,6,37,396,,10,277,157,7,13,218,6,209,24,30,27,39,165,455,889,786,0,628,73,555,368,6,41,1256,6,22,21,2,,480,26,2,10,60,61,197,573,1251,137,53,5,429,21,73,206,44,71,1725,745,262,186,2989.0,2989.0,2989.0,2989.0,2989.0
Assam,2009,2966.0,1882.0,1084.0,22,,32,21,776,23,14,21,50,129,24,467,2,21,6,29,351,,9,303,112,8,15,141,45,195,68,82,45,12,243,638,913,535,5,575,34,541,222,3,125,1491,8,17,52,1,,348,4,0,2,38,80,341,541,1083,143,64,13,420,5,63,220,73,23,1771,970,145,57,2966.0,2966.0,2966.0,2966.0,2966.0
Assam,2010,2993.0,2026.0,967.0,15,,22,28,934,39,19,17,18,142,12,453,0,15,6,40,388,,6,147,248,8,4,159,7,198,10,58,14,23,314,535,998,589,2,518,42,606,289,5,108,1511,11,25,39,1,,187,2,2,8,84,73,369,415,1073,146,118,10,441,19,73,247,82,33,1832,834,256,38,2993.0,2993.0,2993.0,2993.0,2993.0
Assam,2011,2726.0,1826.0,900.0,7,,10,49,723,41,20,9,15,172,24,341,4,12,0,64,401,,9,123,151,8,4,268,6,209,15,41,8,44,250,490,857,485,2,590,67,511,207,5,89,1498,18,1,28,1,,166,8,13,7,73,34,312,490,979,85,99,3,321,28,98,252,59,45,1643,779,162,97,2726.0,2726.0,2726.0,2726.0,2726.0
Assam,2012,3264.0,2392.0,872.0,7,,7,34,1002,22,6,1,16,149,78,379,4,11,8,38,494,,8,148,302,22,2,219,5,228,25,49,44,60,475,744,982,388,2,569,57,358,263,7,74,1813,11,23,54,4,,368,26,23,18,70,95,344,403,1443,125,116,4,353,54,133,221,68,46,2179,890,88,61,3264.0,3264.0,3264.0,3264.0,3264.0
Bihar,2001,603.0,307.0,296.0,0,,2,0,62,10,2,17,7,25,9,223,11,10,0,12,26,,1,145,19,0,0,0,1,2,18,1,5,14,36,108,117,225,2,96,61,146,30,8,66,98,0,10,1,0,,152,4,3,1,3,20,61,140,255,3,1,2,15,6,18,64,38,11,332,191,26,43,603.0,603.0,603.0,603.0,603.0
Bihar,2002,720.0,426.0,294.0,,3,4,0,82,6,7,22,18,4,11,234,0,0,5,12,27,4,,211,36,0,0,3,4,6,16,5,5,5,26,98,121,290,4,171,102,155,28,14,82,131,5,4,5,1,135,,14,8,11,6,19,80,148,315,5,1,1,26,6,16,54,68,10,464,204,17,25,720.0,720.0,720.0,720.0,720.0
Bihar,2003,599.0,351.0,248.0,0,,4,5,131,17,2,30,5,12,1,149,4,3,7,3,17,,1,163,18,2,3,7,2,3,8,2,1,24,46,108,106,202,6,106,84,118,36,8,66,80,6,6,8,1,,145,11,7,3,8,12,46,138,183,25,3,6,21,5,27,59,75,9,372,176,21,21,599.0,599.0,599.0,588.0,599.0
Bihar,2004,351.0,212.0,139.0,0,,2,0,59,2,2,9,5,7,0,140,3,1,0,17,4,,4,56,21,0,0,8,0,2,7,2,0,1,20,62,78,129,1,60,62,62,27,5,28,54,0,0,0,0,,87,4,3,9,4,6,23,90,78,6,8,17,23,8,16,32,50,2,234,81,2,32,351.0,351.0,351.0,351.0,351.0
Bihar,2005,543.0,327.0,216.0,2,,6,6,43,1,6,17,12,20,21,100,6,4,7,16,4,,1,216,13,8,8,1,0,2,23,0,3,10,33,103,134,159,0,101,86,67,40,6,37,64,10,14,0,1,,174,14,4,2,5,19,39,109,228,19,9,4,18,6,36,47,28,11,386,117,7,22,543.0,543.0,543.0,543.0,543.0
Bihar,2006,618.0,299.0,319.0,6,,4,0,86,4,6,29,9,14,2,154,21,4,3,60,46,,11,123,6,0,8,5,0,3,12,2,8,19,40,120,92,218,0,121,69,115,74,12,64,115,3,7,3,0,,136,4,1,3,7,5,46,137,276,4,7,2,24,10,16,70,26,15,348,163,34,58,618.0,618.0,618.0,618.0,618.0
Bihar,2007,965.0,534.0,431.0,3,,2,1,69,1,4,26,31,33,2,218,10,5,3,46,76,,8,220,81,0,0,16,0,10,49,51,19,44,72,193,168,266,5,198,114,115,99,16,69,108,2,7,3,2,,347,15,7,30,8,23,86,171,429,3,19,3,11,8,36,115,84,17,556,306,18,68,965.0,965.0,965.0,965.0,965.0
Bihar,2008,1015.0,609.0,406.0,6,,6,0,202,6,0,26,23,23,0,152,0,1,0,17,48,,5,356,76,7,4,21,1,2,12,21,2,25,43,168,173,335,1,268,128,59,137,7,86,73,7,3,0,2,,439,31,3,11,0,29,67,174,562,5,23,15,15,8,35,58,53,25,617,281,39,53,1015.0,1015.0,1015.0,1015.0,1015.0
Bihar,2009,1051.0,514.0,537.0,1,,30,6,164,2,6,135,23,28,4,115,0,4,1,18,43,,0,372,41,1,0,4,0,4,46,3,1,14,76,138,252,321,3,246,166,170,119,5,135,167,6,2,4,5,,209,14,28,1,4,16,112,314,389,25,8,0,24,3,57,68,51,8,716,267,3,57,1051.0,1051.0,1051.0,1051.0,1051.0
Bihar,2010,1226.0,712.0,514.0,11,,38,0,139,4,0,71,33,52,0,126,0,11,0,30,77,,2,544,31,6,3,0,4,3,32,9,18,46,78,158,242,463,3,218,162,86,98,7,111,114,23,7,2,13,,518,22,23,8,0,32,95,204,669,5,2,3,16,21,49,74,88,20,778,304,71,53,1226.0,1226.0,1226.0,1226.0,1226.0
Bihar,2011,795.0,446.0,349.0,5,,5,1,50,0,4,18,8,37,3,133,0,4,0,12,50,,5,386,37,0,2,3,2,5,22,3,6,24,56,108,161,226,16,198,118,98,88,6,86,111,7,5,1,0,,231,18,1,3,7,15,83,138,386,7,3,4,9,29,9,71,56,4,510,210,33,38,795.0,795.0,795.0,795.0,795.0
Bihar,2012,759.0,455.0,304.0,0,,0,0,157,0,1,15,10,26,4,80,11,1,3,51,60,,1,287,26,0,0,0,0,4,22,0,5,24,64,181,144,178,19,144,121,49,60,3,48,141,10,3,2,0,,275,17,6,6,2,16,68,130,439,1,0,1,3,15,24,64,14,0,514,177,36,32,759.0,759.0,759.0,759.0,759.0
Chandigarh,2001,70.0,39.0,31.0,0,,2,2,0,0,0,5,0,2,0,5,0,0,0,0,1,,1,32,17,0,0,0,0,0,1,2,0,2,8,14,18,18,0,10,0,9,3,0,18,30,2,0,0,0,,7,0,1,0,0,0,0,19,31,0,0,1,1,3,8,6,1,0,59,11,0,0,70.0,70.0,70.0,70.0,70.0
Chandigarh,2002,87.0,53.0,34.0,,1,0,0,8,0,0,1,1,2,1,26,0,1,0,14,9,1,,18,0,0,0,0,0,1,1,2,0,4,16,23,19,10,0,15,0,40,3,1,7,31,1,0,0,0,3,,1,0,0,0,0,0,21,33,0,0,0,1,3,13,9,7,0,56,31,0,0,87.0,87.0,87.0,87.0,87.0
Chandigarh,2003,103.0,68.0,35.0,2,,1,0,9,0,0,3,4,2,0,32,0,0,0,13,2,,1,30,2,0,0,0,0,0,0,2,0,4,5,48,17,14,0,15,0,36,0,3,10,52,0,1,0,0,,0,0,0,1,0,0,2,22,14,2,0,2,0,9,25,12,15,0,72,31,0,0,103.0,103.0,103.0,103.0,103.0
Chandigarh,2004,75.0,52.0,23.0,0,,0,0,13,0,1,2,5,7,1,16,0,0,0,5,8,,0,0,10,0,0,4,0,0,0,3,0,8,7,29,8,13,1,9,3,13,0,0,7,46,0,0,0,0,,6,0,0,0,0,0,0,12,17,1,0,0,4,4,11,13,13,0,47,28,0,0,75.0,75.0,75.0,75.0,75.0
Chandigarh,2005,89.0,63.0,26.0,1,,0,0,29,0,0,0,5,3,4,29,0,0,0,3,1,,0,6,3,1,0,2,0,1,0,1,0,5,1,37,18,20,1,7,0,16,13,1,15,39,0,0,0,0,,3,2,0,0,0,0,0,14,15,0,5,0,11,3,18,6,17,0,52,37,0,0,89.0,89.0,89.0,89.0,89.0
Chandigarh,2006,80.0,56.0,24.0,0,,0,0,29,0,0,1,1,2,0,20,0,10,0,3,0,,0,0,2,0,0,3,0,0,0,9,1,12,21,25,10,3,0,8,0,12,6,5,5,49,3,0,0,0,,0,0,0,0,0,0,1,11,0,0,0,0,1,7,15,20,25,0,39,41,0,0,80.0,80.0,80.0,80.0,80.0
Chandigarh,2007,82.0,60.0,22.0,0,,0,0,9,0,0,1,0,8,0,39,0,0,0,0,2,,0,2,8,0,0,3,0,0,0,10,1,10,15,31,15,3,0,7,0,8,0,1,6,61,4,0,0,0,,0,2,0,0,0,0,0,21,7,0,0,2,3,5,17,15,10,0,61,21,0,0,82.0,82.0,82.0,80.0,82.0
Chandigarh,2008,83.0,58.0,25.0,6,,0,0,5,0,0,2,4,5,1,29,0,0,0,2,8,,1,0,11,0,0,0,0,0,0,9,0,8,15,23,21,7,1,8,15,1,0,4,7,54,1,1,0,0,,0,0,0,0,0,0,0,17,0,1,0,2,8,3,18,11,23,1,57,25,0,0,83.0,83.0,83.0,83.0,83.0
Chandigarh,2009,75.0,44.0,31.0,0,,0,0,21,0,0,1,1,8,1,31,0,0,0,0,2,,0,1,1,0,4,1,0,0,0,3,0,11,7,46,4,2,3,2,0,19,0,1,6,48,1,0,0,0,,0,0,0,0,0,0,0,17,2,1,12,1,3,7,6,18,7,0,50,25,0,0,75.0,75.0,75.0,74.0,75.0
Chandigarh,2010,71.0,31.0,40.0,0,,0,0,1,0,0,0,0,5,0,24,0,0,0,0,6,,0,15,10,0,1,0,0,0,0,9,1,9,9,22,19,3,1,7,0,15,2,0,11,42,1,0,0,0,,0,0,0,0,0,0,0,19,12,0,2,1,1,4,10,14,8,0,44,27,0,0,71.0,71.0,71.0,71.0,71.0
